Word,Frequency,NonStopWord,Probability
_understand_,1,True,7e-05
_man_,3,True,0.00022
_mortal_,2,True,0.00015
_meaning_,2,True,0.00015
_evidence_,1,True,7e-05
physiology,1,True,7e-05
govern,2,True,0.00015
_mortality_,1,True,7e-05
_men_,1,True,7e-05
subsumed,1,True,7e-05
wider,2,True,0.00015
extensive,1,True,7e-05
progress,1,True,7e-05
producing,1,True,7e-05
subsumptions,1,True,7e-05
_degree_,1,True,7e-05
_kind_,1,True,7e-05
arrived,1,True,7e-05
subsequently,1,True,7e-05
perpendiculars,3,True,0.00022
multiplied,3,True,0.00022
_product_,1,True,7e-05
integers,6,True,0.00044
100,3,True,0.00022
recorded,1,True,7e-05
multiplication,1,True,7e-05
finite,3,True,0.00022
products,1,True,7e-05
undeniable,1,True,7e-05
derivative,15,True,0.00109
_intuitive_,2,True,0.00015
_self,2,True,0.00015
evident_,2,True,0.00015
_derivative_,2,True,0.00015
intuitive,21,True,0.00152
_error_,3,True,0.00022
mark,2,True,0.00015
xi,2,True,0.00015
impression,1,True,7e-05
highly,4,True,0.00029
unreasonable,2,True,0.00015
forgotten,1,True,7e-05
consciously,2,True,0.00015
insistent,1,True,7e-05
discoverable,4,True,0.00029
starting,2,True,0.00015
luminously,1,True,7e-05
poisonous,1,True,7e-05
regress,1,True,7e-05
leads,2,True,0.00015
constructing,1,True,7e-05
demonstration,2,True,0.00015
rest,6,True,0.00044
disputable,1,True,7e-05
pursue,1,True,7e-05
rose,4,True,0.00029
pink,1,True,7e-05
practised,1,True,7e-05
abstractions,1,True,7e-05
grasp,1,True,7e-05
brightness,1,True,7e-05
surrounded,1,True,7e-05
coalesce,1,True,7e-05
_existence_,2,True,0.00015
_round_,1,True,7e-05
differs,2,True,0.00015
analyses,1,True,7e-05
recombines,1,True,7e-05
analogous,1,True,7e-05
danger,1,True,7e-05
accompanied,1,True,7e-05
noticing,1,True,7e-05
extent,7,True,0.00051
compare,1,True,7e-05
wide,3,True,0.00022
accurate,1,True,7e-05
throws,1,True,7e-05
trustworthiness,5,True,0.00036
trustworthy,2,True,0.00015
proportion,2,True,0.00015
vividness,2,True,0.00015
nearness,1,True,7e-05
struck,1,True,7e-05
minute,2,True,0.00015
reliable,1,True,7e-05
flash,1,True,7e-05
vivid,2,True,0.00015
ate,1,True,7e-05
breakfast,3,True,0.00022
indifferent,2,True,0.00015
conversation,1,True,7e-05
continual,2,True,0.00015
gradation,5,True,0.00036
degrees,8,True,0.00058
reaching,2,True,0.00015
perfect,3,True,0.00022
george,1,True,7e-05
waterloo,1,True,7e-05
gradations,1,True,7e-05
ranging,1,True,7e-05
faintness,1,True,7e-05
memories,2,True,0.00015
diminishing,2,True,0.00015
remoter,1,True,7e-05
fainter,1,True,7e-05
aesthetic,1,True,7e-05
conflict,1,True,7e-05
retained,1,True,7e-05
notions,1,True,7e-05
combined,2,True,0.00015
infallible,3,True,0.00022
guarantee,6,True,0.00044
presumption,1,True,7e-05
suggestion,1,True,7e-05
xii,1,True,7e-05
confine,1,True,7e-05
deceptive,1,True,7e-05
dualism,2,True,0.00015
incompatible,1,True,7e-05
opinions,3,True,0.00022
_mean_,2,True,0.00015
hoped,1,True,7e-05
produce,4,True,0.00029
observe,1,True,7e-05
discover,5,True,0.00036
requisites,3,True,0.00022
adequately,1,True,7e-05
condition,2,True,0.00015
constructed,1,True,7e-05
correlative,1,True,7e-05
falsehoods,2,True,0.00015
lies,1,True,7e-05
scaffold,1,True,7e-05
centuries,1,True,7e-05
bed,1,True,7e-05
arriving,1,True,7e-05
prevents,2,True,0.00015
internal,2,True,0.00015
irrefutable,1,True,7e-05
_coherence_,2,True,0.00015
cohere,1,True,7e-05
rounded,1,True,7e-05
_one_,1,True,7e-05
coherent,8,True,0.00058
novelist,1,True,7e-05
uncommon,1,True,7e-05
rival,1,True,7e-05
coherence,8,True,0.00058
incoherent,2,True,0.00015
subjected,2,True,0.00015
skeleton,1,True,7e-05
framework,1,True,7e-05
accepted,4,True,0.00029
_test_,1,True,7e-05
_correspondence,1,True,7e-05
fact_,1,True,7e-05
constituting,1,True,7e-05
define,2,True,0.00015
precisely,1,True,7e-05
subsist,4,True,0.00029
allowing,1,True,7e-05
othello,18,True,0.00131
desdemona,25,True,0.00181
loves,18,True,0.00131
cassio,28,True,0.00203
desdemona's,7,True,0.00051
york,1,True,7e-05
_jealousy_,1,True,7e-05
promote,1,True,7e-05
marriage,1,True,7e-05
indefinitely,1,True,7e-05
_judging_,1,True,7e-05
_believing_,1,True,7e-05
duly,1,True,7e-05
allowed,1,True,7e-05
objective,1,True,7e-05
refutable,1,True,7e-05
avoided,1,True,7e-05
easier,2,True,0.00015
severally,2,True,0.00015
loving,7,True,0.00051
_each_,1,True,7e-05
knits,1,True,7e-05
entertaining,1,True,7e-05
knitting,2,True,0.00015
_act_,1,True,7e-05
distinguishes,1,True,7e-05
definitions,1,True,7e-05
_subject_,1,True,7e-05
remaining,3,True,0.00022
_objects_,3,True,0.00022
_constituents_,1,True,7e-05
metaphorically,1,True,7e-05
inflected,1,True,7e-05
inflections,1,True,7e-05
nominative,1,True,7e-05
accusative,1,True,7e-05
othello's,2,True,0.00015
host,1,True,7e-05
aspect,2,True,0.00015
spoke,1,True,7e-05
unites,1,True,7e-05
union,6,True,0.00044
uniting,1,True,7e-05
creates,1,True,7e-05
unity,12,True,0.00087
consisting,3,True,0.00022
brick,1,True,7e-05
structure,1,True,7e-05
cement,3,True,0.00022
binds,1,True,7e-05
_false_,2,True,0.00015
_falsely_,1,True,7e-05
_corresponds_,1,True,7e-05
definiteness,1,True,7e-05
extrinsic,1,True,7e-05
ensures,2,True,0.00015
absence,2,True,0.00015
entails,1,True,7e-05
_truth_,1,True,7e-05
restate,1,True,7e-05
_object,2,True,0.00015
terms_,1,True,7e-05
relation_,1,True,7e-05
_fact,1,True,7e-05
belief_,1,True,7e-05
_create_,1,True,7e-05
created,4,True,0.00029
catching,1,True,7e-05
trains,1,True,7e-05
_fact_,2,True,0.00015
xiii,1,True,7e-05
inquire,1,True,7e-05
_know_,5,True,0.00036
attack,1,True,7e-05
defined,1,True,7e-05
achieved,4,True,0.00029
accord,1,True,7e-05
late,6,True,0.00044
prime,6,True,0.00044
minister's,3,True,0.00022
minister,3,True,0.00022
sir,1,True,7e-05
henry,1,True,7e-05
campbell,1,True,7e-05
bannerman,1,True,7e-05
balfour,2,True,0.00015
newspaper,3,True,0.00022
intelligent,1,True,7e-05
anticipation,1,True,7e-05
announces,2,True,0.00015
telegram,1,True,7e-05
received,6,True,0.00044
fortune,1,True,7e-05
readers,1,True,7e-05
greeks,1,True,7e-05
greek,2,True,0.00015
validly,4,True,0.00029
_known_,2,True,0.00015
conclusions,2,True,0.00015
amend,1,True,7e-05
intuitively,1,True,7e-05
formal,1,True,7e-05
defect,4,True,0.00029
leaving,2,True,0.00015
grown,2,True,0.00015
newspapers,1,True,7e-05
death,2,True,0.00015
king,3,True,0.00022
dead,2,True,0.00015
announcement,1,True,7e-05
amply,1,True,7e-05
news,1,True,7e-05
child,1,True,7e-05
letters,4,True,0.00029
painfully,1,True,7e-05
realization,1,True,7e-05
accustomed,2,True,0.00015
passes,1,True,7e-05
printed,3,True,0.00022
_could_,1,True,7e-05
reader,2,True,0.00015
king's,1,True,7e-05
passage,1,True,7e-05
obtaining,3,True,0.00022
runs,1,True,7e-05
renders,2,True,0.00015
conception,5,True,0.00036
merges,1,True,7e-05
sought,4,True,0.00029
criterion,1,True,7e-05
infected,1,True,7e-05
mitigate,1,True,7e-05
infallibility,1,True,7e-05
_knowledge_,2,True,0.00015
fulfils,1,True,7e-05
_perception_,1,True,7e-05
widest,4,True,0.00029
hour,2,True,0.00015
sunset,1,True,7e-05
setting,2,True,0.00015
weather,1,True,7e-05
fine,1,True,7e-05
west,2,True,0.00015
judged,2,True,0.00015
combine,1,True,7e-05
relate,1,True,7e-05
privacy,2,True,0.00015
_absolutely_,1,True,7e-05
shining,3,True,0.00022
analyse,1,True,7e-05
commit,1,True,7e-05
inclination,1,True,7e-05
trotting,1,True,7e-05
hoofs,1,True,7e-05
listen,2,True,0.00015
intently,1,True,7e-05
upstairs,1,True,7e-05
heartbeats,1,True,7e-05
comparing,1,True,7e-05
altered,1,True,7e-05
greeny,1,True,7e-05
tuning,1,True,7e-05
musical,1,True,7e-05
instrument,1,True,7e-05
continuous,1,True,7e-05
trusted,1,True,7e-05
axioms,3,True,0.00022
step,1,True,7e-05
errors,2,True,0.00015
noteworthy,1,True,7e-05
opposites,1,True,7e-05
psychologically,1,True,7e-05
hesitatingly,1,True,7e-05
_probable,1,True,7e-05
opinion_,1,True,7e-05
_criterion_,1,True,7e-05
individually,2,True,0.00015
mutually,1,True,7e-05
isolation,1,True,7e-05
introduce,1,True,7e-05
pretty,1,True,7e-05
night,2,True,0.00015
days,5,True,0.00036
condemns,1,True,7e-05
confirms,1,True,7e-05
increases,2,True,0.00015
transform,1,True,7e-05
xiv,1,True,7e-05
profess,1,True,7e-05
dogmas,1,True,7e-05
religion,1,True,7e-05
rationality,1,True,7e-05
illusoriness,1,True,7e-05
unreality,2,True,0.00015
evil,5,True,0.00036
theses,1,True,7e-05
inspiration,1,True,7e-05
vain,1,True,7e-05
proposed,1,True,7e-05
proofs,2,True,0.00015
surviving,1,True,7e-05
representative,1,True,7e-05
hegel,7,True,0.00051
1770,1,True,7e-05
1831,1,True,7e-05
hegel's,1,True,7e-05
commentators,2,True,0.00015
interpretation,2,True,0.00015
type,1,True,7e-05
thesis,1,True,7e-05
short,1,True,7e-05
fragmentary,3,True,0.00022
complement,1,True,7e-05
supplied,1,True,7e-05
comparative,1,True,7e-05
anatomist,1,True,7e-05
bone,1,True,7e-05
animal,1,True,7e-05
outlines,1,True,7e-05
hooks,2,True,0.00015
grapple,1,True,7e-05
reconstructed,1,True,7e-05
incompleteness,3,True,0.00022
forget,1,True,7e-05
antithesis,3,True,0.00022
escape,4,True,0.00029
synthesis,2,True,0.00015
original,2,True,0.00015
started,1,True,7e-05
advances,1,True,7e-05
development,1,True,7e-05
surveys,1,True,7e-05
spiritual,3,True,0.00022
piecemeal,2,True,0.00015
striving,1,True,7e-05
struggling,1,True,7e-05
disappear,1,True,7e-05
eternal,1,True,7e-05
unchanging,1,True,7e-05
undeniably,1,True,7e-05
sublime,1,True,7e-05
yield,1,True,7e-05
unwarrantable,1,True,7e-05
assumptions,1,True,7e-05
tenet,1,True,7e-05
subsistent,1,True,7e-05
hatreds,1,True,7e-05
hates,1,True,7e-05
fragment,1,True,7e-05
connects,1,True,7e-05
usage,1,True,7e-05
thing's,3,True,0.00022
toothache,1,True,7e-05
dentist,1,True,7e-05
_seems_,1,True,7e-05
relational,1,True,7e-05
characters,2,True,0.00015
remote,1,True,7e-05
disappointing,1,True,7e-05
hopes,3,True,0.00022
harmony,1,True,7e-05
temper,1,True,7e-05
borne,1,True,7e-05
ambitious,1,True,7e-05
metaphysicians,2,True,0.00015
proceeded,1,True,7e-05
features,1,True,7e-05
tendency,2,True,0.00015
illusory,1,True,7e-05
afforded,1,True,7e-05
divisible,2,True,0.00015
forwards,1,True,7e-05
halved,2,True,0.00015
halves,1,True,7e-05
_ad,1,True,7e-05
infinitum_,1,True,7e-05
elapse,1,True,7e-05
moments,2,True,0.00015
divisibility,1,True,7e-05
tending,1,True,7e-05
collections,3,True,0.00022
instants,1,True,7e-05
emerged,1,True,7e-05
emphasized,1,True,7e-05
declared,1,True,7e-05
mathematicians,3,True,0.00022
georg,1,True,7e-05
cantor,1,True,7e-05
mistake,1,True,7e-05
obstinate,1,True,7e-05
prejudices,7,True,0.00051
inoperative,1,True,7e-05
constructions,1,True,7e-05
dried,1,True,7e-05
euclid's,1,True,7e-05
loosen,1,True,7e-05
live,1,True,7e-05
euclidean,2,True,0.00015
measure,3,True,0.00022
reversed,1,True,7e-05
partially,1,True,7e-05
decides,1,True,7e-05
enormously,1,True,7e-05
walls,1,True,7e-05
nook,1,True,7e-05
cranny,1,True,7e-05
explored,1,True,7e-05
directions,1,True,7e-05
prescribe,1,True,7e-05
broken,1,True,7e-05
bar,1,True,7e-05
liberator,1,True,7e-05
alternatives,1,True,7e-05
closed,1,True,7e-05
unreflective,1,True,7e-05
task,1,True,7e-05
deciding,1,True,7e-05
decision,1,True,7e-05
choice,1,True,7e-05
descend,1,True,7e-05
combination,1,True,7e-05
wisdom,2,True,0.00015
examines,1,True,7e-05
searches,1,True,7e-05
inconsistencies,1,True,7e-05
accepts,1,True,7e-05
disengaged,1,True,7e-05
revealed,1,True,7e-05
bolder,1,True,7e-05
seldom,1,True,7e-05
possess,1,True,7e-05
_criticism_,1,True,7e-05
impose,1,True,7e-05
limitation,4,True,0.00029
attitude,1,True,7e-05
sceptic,1,True,7e-05
placing,1,True,7e-05
circle,4,True,0.00029
demanding,1,True,7e-05
disputants,1,True,7e-05
blank,1,True,7e-05
employs,1,True,7e-05
destructive,1,True,7e-05
_logical_,1,True,7e-05
methodical,2,True,0.00015
consisted,1,True,7e-05
pausing,1,True,7e-05
calmly,2,True,0.00015
abstain,1,True,7e-05
melt,1,True,7e-05
bid,1,True,7e-05
advocates,1,True,7e-05
aimed,1,True,7e-05
determines,1,True,7e-05
merits,1,True,7e-05
completed,1,True,7e-05
risk,3,True,0.00022
fallible,1,True,7e-05
justly,1,True,7e-05
diminishes,1,True,7e-05
negligible,1,True,7e-05
mistakes,1,True,7e-05
prudent,1,True,7e-05
advocate,1,True,7e-05
xv,1,True,7e-05
review,1,True,7e-05
studied,2,True,0.00015
influence,1,True,7e-05
affairs,1,True,7e-05
innocent,1,True,7e-05
trifling,1,True,7e-05
hair,1,True,7e-05
splitting,1,True,7e-05
strives,1,True,7e-05
achieve,1,True,7e-05
inventions,1,True,7e-05
ignorant,1,True,7e-05
recommended,2,True,0.00015
student,2,True,0.00015
indirectly,2,True,0.00015
effects,2,True,0.00015
recognizes,1,True,7e-05
oblivious,1,True,7e-05
providing,5,True,0.00036
poverty,1,True,7e-05
disease,1,True,7e-05
lowest,1,True,7e-05
society,1,True,7e-05
persuaded,1,True,7e-05
waste,1,True,7e-05
studies,1,True,7e-05
aims,3,True,0.00022
success,1,True,7e-05
provide,8,True,0.00058
mineralogist,1,True,7e-05
historian,1,True,7e-05
ascertained,1,True,7e-05
candid,1,True,7e-05
confess,1,True,7e-05
heavens,1,True,7e-05
newton's,1,True,7e-05
separated,1,True,7e-05
psychology,1,True,7e-05
uncertainty,3,True,0.00022
residue,1,True,7e-05
profoundest,1,True,7e-05
insoluble,1,True,7e-05
intellect,5,True,0.00036
powers,1,True,7e-05
fortuitous,1,True,7e-05
concourse,1,True,7e-05
atoms,1,True,7e-05
growth,2,True,0.00015
transitory,1,True,7e-05
accident,1,True,7e-05
planet,1,True,7e-05
variously,1,True,7e-05
demonstrably,1,True,7e-05
approaches,1,True,7e-05
alive,2,True,0.00015
speculative,1,True,7e-05
killed,1,True,7e-05
confining,1,True,7e-05
ascertainable,2,True,0.00015
religious,2,True,0.00015
methods,2,True,0.00015
limitations,1,True,7e-05
unwise,1,True,7e-05
pronounce,1,True,7e-05
investigations,1,True,7e-05
astray,1,True,7e-05
renounce,1,True,7e-05
include,3,True,0.00022
tincture,1,True,7e-05
imprisoned,1,True,7e-05
habitual,1,True,7e-05
nation,1,True,7e-05
consent,1,True,7e-05
deliberate,1,True,7e-05
rouse,1,True,7e-05
unfamiliar,2,True,0.00015
contemptuously,1,True,7e-05
philosophize,1,True,7e-05
everyday,1,True,7e-05
enlarge,3,True,0.00022
tyranny,1,True,7e-05
custom,1,True,7e-05
removes,1,True,7e-05
arrogant,1,True,7e-05
dogmatism,1,True,7e-05
liberating,1,True,7e-05
unsuspected,1,True,7e-05
greatness,5,True,0.00036
contemplates,3,True,0.00022
freedom,4,True,0.00029
personal,4,True,0.00029
family,1,True,7e-05
friends,2,True,0.00015
hinder,1,True,7e-05
feverish,1,True,7e-05
philosophic,8,True,0.00058
calm,1,True,7e-05
midst,1,True,7e-05
lay,1,True,7e-05
garrison,1,True,7e-05
beleagured,1,True,7e-05
fortress,1,True,7e-05
surrender,1,True,7e-05
inevitable,1,True,7e-05
peace,1,True,7e-05
strife,2,True,0.00015
insistence,2,True,0.00015
powerlessness,1,True,7e-05
prison,2,True,0.00015
divide,1,True,7e-05
hostile,2,True,0.00015
camps,1,True,7e-05
foes,1,True,7e-05
helpful,1,True,7e-05
impartially,1,True,7e-05
unalloyed,2,True,0.00015
aim,1,True,7e-05
akin,1,True,7e-05
acquisition,1,True,7e-05
enlargement,4,True,0.00029
operative,1,True,7e-05
adapts,1,True,7e-05
alien,1,True,7e-05
obstacle,1,True,7e-05
sets,1,True,7e-05
bounds,1,True,7e-05
enlarged,1,True,7e-05
infinity,2,True,0.00015
achieves,1,True,7e-05
soul,1,True,7e-05
fostered,1,True,7e-05
assimilate,1,True,7e-05
impaired,1,True,7e-05
dominion,1,True,7e-05
force,1,True,7e-05
conformity,1,True,7e-05
widespread,2,True,0.00015
robbing,1,True,7e-05
fetters,1,True,7e-05
habits,1,True,7e-05
impenetrable,1,True,7e-05
veil,1,True,7e-05
fear,1,True,7e-05
satisfaction,1,True,7e-05
magnifies,1,True,7e-05
contemplated,1,True,7e-05
contemplating,1,True,7e-05
distorts,1,True,7e-05
impairs,1,True,7e-05
barrier,1,True,7e-05
_here_,1,True,7e-05
_now_,1,True,7e-05
fears,2,True,0.00015
trammels,1,True,7e-05
customary,1,True,7e-05
traditional,1,True,7e-05
dispassionately,1,True,7e-05
exclusive,2,True,0.00015
impersonal,1,True,7e-05
contemplative,1,True,7e-05
attain,1,True,7e-05
accidents,1,True,7e-05
enter,1,True,7e-05
distort,1,True,7e-05
impartiality,3,True,0.00022
emotion,2,True,0.00015
infinitesimal,1,True,7e-05
fragments,1,True,7e-05
unaffected,1,True,7e-05
deeds,1,True,7e-05
admirable,1,True,7e-05
enlarges,1,True,7e-05
affections,1,True,7e-05
citizens,1,True,7e-05
walled,1,True,7e-05
city,2,True,0.00015
citizenship,1,True,7e-05
liberation,1,True,7e-05
thraldom,1,True,7e-05
enrich,1,True,7e-05
intellectual,3,True,0.00022
diminish,1,True,7e-05
dogmatic,1,True,7e-05
assurance,1,True,7e-05
closes,1,True,7e-05
bibliographical,1,True,7e-05
note,1,True,7e-05
elementary,1,True,7e-05
profitable,1,True,7e-05
handbooks,1,True,7e-05
specially,1,True,7e-05
_republic_,1,True,7e-05
_meditations_,1,True,7e-05
_ethics_,1,True,7e-05
monadology_,1,True,7e-05
philonous_,1,True,7e-05
_enquiry,1,True,7e-05
understanding_,1,True,7e-05
_prolegomena,1,True,7e-05
metaphysic_,1,True,7e-05
gutenberg's,1,True,7e-05
editions,4,True,0.00029
renamed,1,True,7e-05
creating,4,True,0.00029
protected,5,True,0.00036
copyright,20,True,0.00145
owns,2,True,0.00015
distribute,6,True,0.00044
permission,6,True,0.00044
paying,3,True,0.00022
royalties,3,True,0.00022
copying,4,True,0.00029
distributing,7,True,0.00051
electronic,27,True,0.00196
protect,2,True,0.00015
concept,2,True,0.00015
trademark,14,True,0.00102
registered,2,True,0.00015
charge,6,True,0.00044
including,9,True,0.00065
copies,7,True,0.00051
complying,3,True,0.00022
creation,1,True,7e-05
reports,1,True,7e-05
performances,1,True,7e-05
ebooks,7,True,0.00051
redistribution,2,True,0.00015
commercial,1,True,7e-05
mission,4,True,0.00029
promoting,2,True,0.00015
comply,6,True,0.00044
file,1,True,7e-05
redistributing,2,True,0.00015
abide,1,True,7e-05
destroy,2,True,0.00015
possession,1,True,7e-05
paid,6,True,0.00044
fee,8,True,0.00058
access,10,True,0.00073
refund,10,True,0.00073
paragraph,11,True,0.0008
8,4,True,0.00029
lot,1,True,7e-05
literary,13,True,0.00094
archive,13,True,0.00094
pglaf,1,True,7e-05
compilation,1,True,7e-05
domain,2,True,0.00015
unprotected,1,True,7e-05
prevent,1,True,7e-05
performing,3,True,0.00022
displaying,4,True,0.00029
references,2,True,0.00015
sharing,1,True,7e-05
compliance,5,True,0.00036
keeping,2,True,0.00015
format,4,True,0.00029
attached,1,True,7e-05
countries,1,True,7e-05
downloading,1,True,7e-05
representations,1,True,7e-05
status,4,True,0.00029
active,2,True,0.00015
links,3,True,0.00022
accessed,1,True,7e-05
displayed,1,True,7e-05
copied,2,True,0.00015
distributed,4,True,0.00029
texts,1,True,7e-05
indicating,1,True,7e-05
posted,4,True,0.00029
holder,4,True,0.00029
fees,4,True,0.00029
appearing,1,True,7e-05
requirements,4,True,0.00029
paragraphs,3,True,0.00022
9,3,True,0.00022
additional,3,True,0.00022
linked,1,True,7e-05
4,5,True,0.00036
unlink,1,True,7e-05
detach,1,True,7e-05
files,1,True,7e-05
display,1,True,7e-05
redistribute,1,True,7e-05
6,2,True,0.00015
convert,1,True,7e-05
binary,1,True,7e-05
compressed,1,True,7e-05
marked,2,True,0.00015
nonproprietary,1,True,7e-05
proprietary,1,True,7e-05
processing,1,True,7e-05
hypertext,1,True,7e-05
vanilla,2,True,0.00015
ascii,2,True,0.00015
official,3,True,0.00022
version,1,True,7e-05
expense,1,True,7e-05
user,3,True,0.00022
exporting,1,True,7e-05
request,1,True,7e-05
alternate,1,True,7e-05
viewing,1,True,7e-05
pay,1,True,7e-05
royalty,3,True,0.00022
20,1,True,7e-05
profits,1,True,7e-05
calculated,1,True,7e-05
calculate,1,True,7e-05
taxes,1,True,7e-05
owed,1,True,7e-05
owner,4,True,0.00029
donate,5,True,0.00036
payments,3,True,0.00022
60,1,True,7e-05
prepare,2,True,0.00015
legally,1,True,7e-05
periodic,1,True,7e-05
tax,6,True,0.00044
returns,1,True,7e-05
address,1,True,7e-05
donations,15,True,0.00109
money,3,True,0.00022
notifies,1,True,7e-05
mail,1,True,7e-05
30,1,True,7e-05
receipt,2,True,0.00015
possessed,1,True,7e-05
discontinue,1,True,7e-05
replacement,5,True,0.00036
reported,1,True,7e-05
90,2,True,0.00015
manager,1,True,7e-05
volunteers,5,True,0.00036
employees,1,True,7e-05
expend,1,True,7e-05
transcribe,1,True,7e-05
proofread,1,True,7e-05
efforts,3,True,0.00022
stored,1,True,7e-05
defects,1,True,7e-05
inaccurate,1,True,7e-05
corrupt,1,True,7e-05
transcription,1,True,7e-05
infringement,1,True,7e-05
defective,3,True,0.00022
damaged,1,True,7e-05
disk,1,True,7e-05
virus,1,True,7e-05
codes,1,True,7e-05
damage,2,True,0.00015
equipment,3,True,0.00022
warranty,2,True,0.00015
disclaimer,3,True,0.00022
damages,4,True,0.00029
party,1,True,7e-05
disclaim,1,True,7e-05
liability,3,True,0.00022
costs,2,True,0.00015
expenses,2,True,0.00015
legal,2,True,0.00015
remedies,1,True,7e-05
negligence,1,True,7e-05
breach,2,True,0.00015
contract,1,True,7e-05
distributor,1,True,7e-05
indirect,1,True,7e-05
consequential,1,True,7e-05
punitive,1,True,7e-05
incidental,1,True,7e-05
receiving,1,True,7e-05
receive,2,True,0.00015
sending,1,True,7e-05
written,3,True,0.00022
explanation,2,True,0.00015
elect,1,True,7e-05
lieu,2,True,0.00015
electronically,2,True,0.00015
opportunity,1,True,7e-05
opportunities,1,True,7e-05
warranties,3,True,0.00022
merchantability,1,True,7e-05
fitness,1,True,7e-05
disclaimers,1,True,7e-05
exclusion,1,True,7e-05
types,1,True,7e-05
violates,1,True,7e-05
interpreted,1,True,7e-05
maximum,1,True,7e-05
permitted,2,True,0.00015
invalidity,1,True,7e-05
unenforceability,1,True,7e-05
provision,1,True,7e-05
void,1,True,7e-05
provisions,1,True,7e-05
indemnity,1,True,7e-05
indemnify,1,True,7e-05
agent,1,True,7e-05
employee,1,True,7e-05
production,1,True,7e-05
promotion,1,True,7e-05
harmless,1,True,7e-05
alteration,1,True,7e-05
modification,1,True,7e-05
deletions,1,True,7e-05
synonymous,1,True,7e-05
formats,1,True,7e-05
readable,2,True,0.00015
variety,1,True,7e-05
computers,2,True,0.00015
obsolete,1,True,7e-05
middle,1,True,7e-05
aged,1,True,7e-05
hundreds,1,True,7e-05
walks,1,True,7e-05
financial,1,True,7e-05
goals,1,True,7e-05
ensuring,1,True,7e-05
generations,2,True,0.00015
2001,1,True,7e-05
sections,1,True,7e-05
501,1,True,7e-05
educational,1,True,7e-05
corporation,1,True,7e-05
organized,1,True,7e-05
mississippi,1,True,7e-05
exempt,2,True,0.00015
revenue,1,True,7e-05
ein,1,True,7e-05
federal,2,True,0.00015
identification,1,True,7e-05
64,1,True,7e-05
6221541,1,True,7e-05
contributions,2,True,0.00015
deductible,1,True,7e-05
office,1,True,7e-05
809,1,True,7e-05
1500,1,True,7e-05
salt,1,True,7e-05
lake,1,True,7e-05
ut,1,True,7e-05
84116,1,True,7e-05
801,1,True,7e-05
596,1,True,7e-05
1887,1,True,7e-05
email,2,True,0.00015
survive,1,True,7e-05
carry,1,True,7e-05
increasing,1,True,7e-05
licensed,1,True,7e-05
machine,1,True,7e-05
accessible,1,True,7e-05
array,1,True,7e-05
outdated,1,True,7e-05
000,1,True,7e-05
maintaining,1,True,7e-05
irs,1,True,7e-05
regulating,1,True,7e-05
charities,1,True,7e-05
charitable,1,True,7e-05
50,1,True,7e-05
paperwork,1,True,7e-05
solicit,2,True,0.00015
locations,1,True,7e-05
confirmation,1,True,7e-05
send,1,True,7e-05
visit,2,True,0.00015
solicitation,1,True,7e-05
prohibition,1,True,7e-05
unsolicited,1,True,7e-05
donors,1,True,7e-05
international,1,True,7e-05
gratefully,1,True,7e-05
treatment,1,True,7e-05
swamp,1,True,7e-05
staff,1,True,7e-05
current,1,True,7e-05
donation,1,True,7e-05
addresses,1,True,7e-05
checks,1,True,7e-05
card,1,True,7e-05
michael,1,True,7e-05
hart,1,True,7e-05
originator,1,True,7e-05
loose,1,True,7e-05
network,1,True,7e-05
volunteer,1,True,7e-05
confirmed,1,True,7e-05
edition,1,True,7e-05
facility,1,True,7e-05
includes,1,True,7e-05
subscribe,1,True,7e-05
newsletter,1,True,7e-05
